source,predicted_destination,target_path,score,action,method,reasons
Memo PX3147 Functions Meet Regulatory and Compliance Standards for Policy Review.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Memo PX3147 Functions Meet Regulatory and Compliance Standards for Policy Review.pdf,75,would_move,,matched 'policy'
Memo Style 19Dec2022 calling me dishonest.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style 19Dec2022 calling me dishonest.pdf,70,would_move,,matched 'memo'
Memo Style Angela Porter Follow-up.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Angela Porter Follow-up.pdf,70,would_move,,matched 'memo'
Memo Style BB Grievance 2.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style BB Grievance 2.pdf,70,would_move,,matched 'memo'
Memo Style BB to CT Attach 1.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style BB to CT Attach 1.pdf,80,would_move,,matched 'tac'
Memo Style BB to CT.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style BB to CT.pdf,70,would_move,,matched 'memo'
Memo Style BE email.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style BE email.pdf,70,would_move,,matched 'memo'
Memo Style change of LAO.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style change of LAO.pdf,70,would_move,,matched 'memo'
Memo Style Civil Rights Threat.pdf,04_Exhibits/Personnel_Records,04_Exhibits/Personnel_Records/Memo Style Civil Rights Threat.pdf,85,would_move,,matched 'hr'
Memo Style CMA 022423.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style CMA 022423.pdf,70,would_move,,matched 'memo'
Memo Style CMA posting 021023.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style CMA posting 021023.pdf,70,would_move,,matched 'memo'
Memo Style Detail to PHN 3.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Detail to PHN 3.pdf,70,would_move,,matched 'memo'
Memo Style Detail to PHN.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Detail to PHN.pdf,70,would_move,,matched 'memo'
Memo Style Directive telling me not to contact anyone outside of Phoenix Indian Medical Center.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style Directive telling me not to contact anyone outside of Phoenix Indian Medical Center.pdf,80,would_move,,matched 'tac'
Memo Style Disparate 1.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Disparate 1.pdf,70,would_move,,matched 'memo'
Memo Style Disparate 2.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Disparate 2.pdf,70,would_move,,matched 'memo'
Memo Style DWL Stage 1.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style DWL Stage 1.pdf,70,would_move,,matched 'memo'
Memo Style EH complaint.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style EH complaint.pdf,80,would_move,,matched 'complaint'
Memo Style FMLA follow-up number 3.pdf,05_Legal_Authorities/Statutes,05_Legal_Authorities/Statutes/Memo Style FMLA follow-up number 3.pdf,80,would_move,,matched 'fmla'
Memo Style follow up on nurses HWE claim.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style follow up on nurses HWE claim.pdf,70,would_move,,matched 'memo'
Memo Style Forwarded EEO complaint by me to HQ.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style Forwarded EEO complaint by me to HQ.pdf,80,would_move,,matched 'complaint'
Memo Style G Patton Read receipt 19Dec2022.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style G Patton Read receipt 19Dec2022.pdf,70,would_move,,matched 'memo'
Memo Style GP re TG ra.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style GP re TG ra.pdf,70,would_move,,matched 'memo'
Memo Style Grievance 2 Attachment 1.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style Grievance 2 Attachment 1.pdf,80,would_move,,matched 'tac'
Memo Style Grievance 2 Attachment 3Greve.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style Grievance 2 Attachment 3Greve.pdf,80,would_move,,matched 'tac'
Memo Style Grievance 2 Attachment2 chart note (002).pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style Grievance 2 Attachment2 chart note (002).pdf,80,would_move,,matched 'tac'
Memo Style HWE Claim Attachment.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style HWE Claim Attachment.pdf,80,would_move,,matched 'tac'
Memo Style HWE Durr 2.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style HWE Durr 2.pdf,70,would_move,,matched 'memo'
Memo Style JW regarding meeting.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style JW regarding meeting.pdf,70,would_move,,matched 'memo'
Memo Style meeting invite for 071922 with meeting rules.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style meeting invite for 071922 with meeting rules.pdf,70,would_move,,matched 'memo'
Memo Style moved her back to my clinic.pdf,04_Exhibits/Medical_Records,04_Exhibits/Medical_Records/Memo Style moved her back to my clinic.pdf,85,would_move,,matched 'clinic'
Memo Style No Amb expereince.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style No Amb expereince.pdf,70,would_move,,matched 'memo'
Memo Style Nurse 2.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Nurse 2.pdf,70,would_move,,matched 'memo'
Memo Style Nurse 3.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Nurse 3.pdf,70,would_move,,matched 'memo'
Memo Style Nurse 4.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Nurse 4.pdf,70,would_move,,matched 'memo'
Memo Style Nurse AD.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Nurse AD.pdf,70,would_move,,matched 'memo'
Memo Style Nurse AD1.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Nurse AD1.pdf,70,would_move,,matched 'memo'
Memo Style Nurse AD2.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Nurse AD2.pdf,70,would_move,,matched 'memo'
"Memo Style Nurse HWE follow-up Durr, Tracey 29Dec22.pdf",02_Pleadings/Briefs,"02_Pleadings/Briefs/Memo Style Nurse HWE follow-up Durr, Tracey 29Dec22.pdf",70,would_move,,matched 'memo'
Memo Style Nurse.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Nurse.pdf,70,would_move,,matched 'memo'
Memo Style Patient Safety 031723.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Patient Safety 031723.pdf,70,would_move,,matched 'memo'
Memo Style Patient safety 121222.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Patient safety 121222.pdf,70,would_move,,matched 'memo'
Memo Style Patient Safety from Director Tso.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Patient Safety from Director Tso.pdf,70,would_move,,matched 'memo'
Memo Style Patient safety.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Patient safety.pdf,70,would_move,,matched 'memo'
Memo Style Porter response Never contacted.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style Porter response Never contacted.pdf,80,would_move,,matched 'tac'
Memo Style Position statement 031723.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Position statement 031723.pdf,70,would_move,,matched 'memo'
Memo Style Racial 1.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Racial 1.pdf,70,would_move,,matched 'memo'
Memo Style Racist 1.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Racist 1.pdf,70,would_move,,matched 'memo'
Memo Style Racist to CL.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Racist to CL.pdf,70,would_move,,matched 'memo'
Memo Style realignment.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style realignment.pdf,70,would_move,,matched 'memo'
Memo Style request to CL regardining TG RA.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style request to CL regardining TG RA.pdf,70,would_move,,matched 'memo'
Memo Style requesting copy of official detail from administration.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style requesting copy of official detail from administration.pdf,70,would_move,,matched 'memo'
Memo Style Respond to no CMA position updates.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Respond to no CMA position updates.pdf,70,would_move,,matched 'memo'
Memo Style TG 19DEC22 Attachment 1.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style TG 19DEC22 Attachment 1.pdf,80,would_move,,matched 'tac'
Memo Style TG 19DEC22 Attachment 2.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Memo Style TG 19DEC22 Attachment 2.pdf,80,would_move,,matched 'tac'
Memo Style TG 19DEC22.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style TG 19DEC22.pdf,70,would_move,,matched 'memo'
Memo Style TG Detail transfer 2.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style TG Detail transfer 2.pdf,70,would_move,,matched 'memo'
Memo Style TG Exploitation.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style TG Exploitation.pdf,70,would_move,,matched 'memo'
Memo Style TG PMAP for review.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style TG PMAP for review.pdf,70,would_move,,matched 'memo'
Memo Style TG Questions 09052018.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style TG Questions 09052018.pdf,70,would_move,,matched 'memo'
Memo Style to KT from  BB regarding great job.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style to KT from  BB regarding great job.pdf,70,would_move,,matched 'memo'
Memo Style Tracey Durr.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style Tracey Durr.pdf,70,would_move,,matched 'memo'
Memo Style.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo Style.pdf,70,would_move,,matched 'memo'
Memo StyleNurse AD 3.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo StyleNurse AD 3.pdf,70,would_move,,matched 'memo'
Memo StyleNurse AD 4.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memo StyleNurse AD 4.pdf,70,would_move,,matched 'memo'
MEMORANDUM 112525.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/MEMORANDUM 112525.pdf,140,would_move,,matched 'memorandum' | matched 'memo'
Memorandum For Record Hixson 062525.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memorandum For Record Hixson 062525.pdf,140,would_move,,matched 'memorandum' | matched 'memo'
"MEMORANDUM FOR RECORD July 18, 2025.pdf",02_Pleadings/Briefs,"02_Pleadings/Briefs/MEMORANDUM FOR RECORD July 18, 2025.pdf",140,would_move,,matched 'memorandum' | matched 'memo'
"Memorandum For Record Revised Review Safety Event Reporting Policy, Sentinel Event Framework, and Risk Analysis_Signed .pdf",02_Pleadings/Briefs,"02_Pleadings/Briefs/Memorandum For Record Revised Review Safety Event Reporting Policy, Sentinel Event Framework, and Risk Analysis_Signed .pdf",140,would_move,,matched 'memorandum' | matched 'memo'
"Memorandum For Record- Revised Review ΓÇô Safety Event Reporting Policy, Sentinel Event Framework, and Risk Analysis.pdf",02_Pleadings/Briefs,"02_Pleadings/Briefs/Memorandum For Record- Revised Review ΓÇô Safety Event Reporting Policy, Sentinel Event Framework, and Risk Analysis.pdf",140,would_move,,matched 'memorandum' | matched 'memo'
Memorandum Request for Written Direction Regarding PolicyStat Compliance with IHM Transmittal Notice 24.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memorandum Request for Written Direction Regarding PolicyStat Compliance with IHM Transmittal Notice 24.pdf,140,would_move,,matched 'memorandum' | matched 'memo'
Memorandum Sentinel Event 05_21_25 Ward Lund and Pope_Signed-1.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memorandum Sentinel Event 05_21_25 Ward Lund and Pope_Signed-1.pdf,140,would_move,,matched 'memorandum' | matched 'memo'
Memorandum to GB 052125_Signed.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memorandum to GB 052125_Signed.pdf,140,would_move,,matched 'memorandum' | matched 'memo'
Memorandum to Leadership and Governing Body 14 April 2025.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memorandum to Leadership and Governing Body 14 April 2025.pdf,140,would_move,,matched 'memorandum' | matched 'memo'
Memorandum.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Memorandum.pdf,140,would_move,,matched 'memorandum' | matched 'memo'
MFR 06102025 Pope Illegal Directive .pdf,05_Legal_Authorities/Agency_Guidance,05_Legal_Authorities/Agency_Guidance/MFR 06102025 Pope Illegal Directive .pdf,70,would_move,,matched 'directive'
MFR 06102025 Pope Illegal Directive Signed.pdf,05_Legal_Authorities/Agency_Guidance,05_Legal_Authorities/Agency_Guidance/MFR 06102025 Pope Illegal Directive Signed.pdf,70,would_move,,matched 'directive'
mfr email.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
MFR Leadership and Governing Body.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Microsoft Word - DOJ_Complaint_PIMC_Systemic_Failures.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Microsoft Word - DOJ_Complaint_PIMC_Systemic_Failures.pdf,80,would_move,,matched 'complaint'
MOTION FOR ENTRY OF DEFAULT AND REQUEST FOR EXPEDITED HEARING.pdf,02_Pleadings/Motions,02_Pleadings/Motions/MOTION FOR ENTRY OF DEFAULT AND REQUEST FOR EXPEDITED HEARING.pdf,70,would_move,,matched 'motion'
Motion for Expedited Consideration of the Google Subpoena CV 25 03367 PHX SMB Expedited Subpoena.pdf,03_Discovery/Subpoenas,03_Discovery/Subpoenas/Motion for Expedited Consideration of the Google Subpoena CV 25 03367 PHX SMB Expedited Subpoena.pdf,90,would_move,,matched 'subpoena'
MSPB Declaration of Kevin D.pdf,04_Exhibits/Government_Reports,04_Exhibits/Government_Reports/MSPB Declaration of Kevin D.pdf,115,would_move,,matched 'mspb' | government-agency acronym
OAM_ 119th Whistleblower Disclosure Form - Kevin Turnage06262025.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
"October 7, 2025 Letter to OIG.pdf",04_Exhibits/Government_Reports,"04_Exhibits/Government_Reports/October 7, 2025 Letter to OIG.pdf",115,would_move,,matched 'oig' | government-agency acronym
OIG October 2025 Packet.pdf,04_Exhibits/Government_Reports,04_Exhibits/Government_Reports/OIG October 2025 Packet.pdf,115,would_move,,matched 'oig' | government-agency acronym
OIG Packet Sworn Statement.pdf,04_Exhibits/Government_Reports,04_Exhibits/Government_Reports/OIG Packet Sworn Statement.pdf,115,would_move,,matched 'oig' | government-agency acronym
OIG.pdf,04_Exhibits/Government_Reports,04_Exhibits/Government_Reports/OIG.pdf,115,would_move,,matched 'oig' | government-agency acronym
OMB Cover Letter 062525.pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
Order Allowing ECF.pdf,01_Case_Management/Docket,01_Case_Management/Docket/Order Allowing ECF.pdf,80,would_move,,matched 'ecf'
Order Doc 31.pdf,01_Case_Management/Court_Orders,01_Case_Management/Court_Orders/Order Doc 31.pdf,75,would_move,,matched 'order'
"OSC Complaint OSC-11 June 9, 2025.pdf",02_Pleadings/Complaints,"02_Pleadings/Complaints/OSC Complaint OSC-11 June 9, 2025.pdf",80,would_move,,matched 'complaint'
OSC DI-16-2511 Letter President.pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
OSC Drake Email.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
OSC Email Chain.pdf,00_Admin/Correspondence,,65,review_only,,matched 'email chain'
OSC FILE DI-16-2511_FINAL.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
OSC Referral Closing Letter - Kevin Turnage.pdf,09_Trial/Closing,09_Trial/Closing/OSC Referral Closing Letter - Kevin Turnage.pdf,88,would_move,,path/name mentions 09_Trial/Closing | matched 'closing'
OSC Supplemental Filing 092525 Interview.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
OSC Supplemental Filing.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
OSC Supplemental Memo 09262025.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/OSC Supplemental Memo 09262025.pdf,70,would_move,,matched 'memo'
OSC Supplemental Memo 09262025_Signed.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/OSC Supplemental Memo 09262025_Signed.pdf,70,would_move,,matched 'memo'
OSC_Stay_Request_Kevin_Turnage.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Other Complaint 062325.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Other Complaint 062325.pdf,80,would_move,,matched 'complaint'
performance-management-for-federal-employees-7-17-2025.pdf,04_Exhibits/Personnel_Records,04_Exhibits/Personnel_Records/performance-management-for-federal-employees-7-17-2025.pdf,85,would_move,,matched 'performance'
performancemanagement.pdf,04_Exhibits/Personnel_Records,04_Exhibits/Personnel_Records/performancemanagement.pdf,85,would_move,,matched 'performance'
Policy Committee bylaws.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Committee bylaws.pdf,75,would_move,,matched 'policy'
Policy Committee Charter -Draft 112923.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Committee Charter -Draft 112923.pdf,75,would_move,,matched 'policy'
Policy Data for GB 042825.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Data for GB 042825.pdf,75,would_move,,matched 'policy'
Policy Management-History 062525.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Management-History 062525.pdf,75,would_move,,matched 'policy'
Policy Management-History-No-Watermark.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Management-History-No-Watermark.pdf,75,would_move,,matched 'policy'
Policy Management.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Management.pdf,75,would_move,,matched 'policy'
Policy Ownership Pope.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Ownership Pope.pdf,75,would_move,,matched 'policy'
Policy Review Adverse Drug Reactions  PolicyStat ID- 18272415  .pdf,05_Legal_Authorities/Statutes,05_Legal_Authorities/Statutes/Policy Review Adverse Drug Reactions  PolicyStat ID- 18272415  .pdf,80,would_move,,matched 'act'
Policy Review Clinical Laboratory Reporting of Infectious Diseases to the Arizona Department of Health Services  PolicyStat ID- 18164239  .pdf,04_Exhibits/Medical_Records,04_Exhibits/Medical_Records/Policy Review Clinical Laboratory Reporting of Infectious Diseases to the Arizona Department of Health Services  PolicyStat ID- 18164239  .pdf,85,would_move,,matched 'clinic'
Policy Review Cytology Result Reporting  PolicyStat ID- 18239697  .pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Review Cytology Result Reporting  PolicyStat ID- 18239697  .pdf,75,would_move,,matched 'policy'
Policy Review Cytology Screening Performance  Policy Number- CYP.07655  PolicyStat ID- 18308966  .pdf,04_Exhibits/Personnel_Records,04_Exhibits/Personnel_Records/Policy Review Cytology Screening Performance  Policy Number- CYP.07655  PolicyStat ID- 18308966  .pdf,85,would_move,,matched 'performance'
Policy Review Emergency Contraception  PolicyStat ID- 18183654  .pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Review Emergency Contraception  PolicyStat ID- 18183654  .pdf,75,would_move,,matched 'policy'
Policy Review Microtomy Priority and Routine Sectioning Standards  PolicyStat ID- 18266343  .pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Review Microtomy Priority and Routine Sectioning Standards  PolicyStat ID- 18266343  .pdf,75,would_move,,matched 'policy'
"Policy Review of  Intravenous Electrolytes ΓÇô Storage, Preparation, and Administration  PolicyStat ID- 18096583  .pdf",04_Exhibits/Policies,"04_Exhibits/Policies/Policy Review of  Intravenous Electrolytes ΓÇô Storage, Preparation, and Administration  PolicyStat ID- 18096583  .pdf",75,would_move,,matched 'policy'
Policy Review Stroke Alert 18050273.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy Review Stroke Alert 18050273.pdf,75,would_move,,matched 'policy'
Policy_Report_April_2025_Quality_Council Final.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Policy_Report_April_2025_Quality_Council Final.pdf,75,would_move,,matched 'policy'
Poloicy Review Stroke Alert MFR .pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Pope Do Not update Policy expiration Directive in direct violation of TN 24-16 .pdf,04_Exhibits/Policies,04_Exhibits/Policies/Pope Do Not update Policy expiration Directive in direct violation of TN 24-16 .pdf,75,would_move,,matched 'policy'
Pope Email reinforcing Directive.pdf,05_Legal_Authorities/Agency_Guidance,05_Legal_Authorities/Agency_Guidance/Pope Email reinforcing Directive.pdf,70,would_move,,matched 'directive'
Pope Emails.pdf,04_Exhibits/Emails,,8,review_only,,path/name mentions 04_Exhibits/Emails
Portfolio Hixson Request 06132025.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
preliminary Order.pdf,01_Case_Management/Court_Orders,01_Case_Management/Court_Orders/preliminary Order.pdf,75,would_move,,matched 'order'
Preservation Letter to US Attorney General Bondi.pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
Preservation Letter to US Attorney General Victoria Gray.pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
Preservation Letter to US Attorney General.pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
Proposal.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
"Protected Disclosure May 25, 2025_Signed.pdf",98_Needs_Review/Uncertain,,0,review_only,,no confident match
PSU.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
PX3439 PCMC (02.28.21).pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
PX3439 PCMC CCC (02.28.21).pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
PX3439 PCMC HR.pdf,04_Exhibits/Personnel_Records,04_Exhibits/Personnel_Records/PX3439 PCMC HR.pdf,85,would_move,,matched 'hr'
RA Medical Request Form_AttAB46.tmp.H.S_.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Radiation Policy Email Holliday.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Radiation Policy Email Holliday.pdf,75,would_move,,matched 'policy'
Radiation Policy Pope.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Radiation Policy Pope.pdf,75,would_move,,matched 'policy'
Reasonable Accomadations Form#1.pdf,05_Legal_Authorities/Statutes,05_Legal_Authorities/Statutes/Reasonable Accomadations Form#1.pdf,80,would_move,,matched 'ada'
"REBUTTAL TO JULY 14, 2025 INVESTIGATIVE LEAVE NOTICE.pdf",02_Pleadings/Notices,,65,review_only,,matched 'notice'
Redlined First Amended Complaint.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Redlined First Amended Complaint.pdf,160,would_move,,matched 'complaint' | matched 'amended complaint'
Redlined Second Motion Exhibit B.pdf,02_Pleadings/Motions,02_Pleadings/Motions/Redlined Second Motion Exhibit B.pdf,70,would_move,,matched 'motion'
Rejection of Clinical Laboratory Reporting of Infectious Diseases Policy_Signed.pdf,04_Exhibits/Medical_Records,04_Exhibits/Medical_Records/Rejection of Clinical Laboratory Reporting of Infectious Diseases Policy_Signed.pdf,85,would_move,,matched 'clinic'
Rejection of Oral Contrast Media Administration Policy (PolicyStat ID- 18214016)_Signed.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Rejection of Oral Contrast Media Administration Policy (PolicyStat ID- 18214016)_Signed.pdf,75,would_move,,matched 'policy'
"Rejection of Policy ΓÇô RPMS, EHR, and Other Laboratory Software Updates and Installation (PolicyStat ID- 18164480)_Signed.pdf",04_Exhibits/Personnel_Records,"04_Exhibits/Personnel_Records/Rejection of Policy ΓÇô RPMS, EHR, and Other Laboratory Software Updates and Installation (PolicyStat ID- 18164480)_Signed.pdf",85,would_move,,matched 'hr'
Reply to Defendant’s Response to Motion for Limited Discovery.pdf,02_Pleadings/Replies,02_Pleadings/Replies/Reply to Defendant’s Response to Motion for Limited Discovery.pdf,75,would_move,,matched 'reply'
Request for Documentation 112525.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Response to Email Endrea McCabe 04012026 PMAP.pdf,02_Pleadings/Responses,02_Pleadings/Responses/Response to Email Endrea McCabe 04012026 PMAP.pdf,70,would_move,,matched 'response'
Response to Extension Request 121625.pdf,02_Pleadings/Responses,02_Pleadings/Responses/Response to Extension Request 121625.pdf,70,would_move,,matched 'response'
Resubmission Deficient Summons.pdf,01_Case_Management/Case_Caption,01_Case_Management/Case_Caption/Resubmission Deficient Summons.pdf,70,would_move,,matched 'summons'
Retaliation _ U.S. Equal Employment Opportunity Commission.pdf,05_Legal_Authorities/Cases,05_Legal_Authorities/Cases/Retaliation _ U.S. Equal Employment Opportunity Commission.pdf,85,would_move,,matched 'u.s.'
Retaliation Email about C. T..pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
"Review of Labeling of Specimen Containers, Colored Cassettes, & Slides 18265459.pdf",98_Needs_Review/Uncertain,,0,review_only,,no confident match
RFK Litigation Hold.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Right to File Formal complaint 12302025.pdf,02_Pleadings/Complaints,02_Pleadings/Complaints/Right to File Formal complaint 12302025.pdf,80,would_move,,matched 'complaint'
RTF Completed and Signed.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Safety Event Reporting-History-No-Watermark.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Safety Management Plan-History-No-Watermark.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
SCO305KON19030514180.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Signed FMLA KTurnage.pdf,05_Legal_Authorities/Statutes,05_Legal_Authorities/Statutes/Signed FMLA KTurnage.pdf,80,would_move,,matched 'fmla'
Stage 2 Grievance Letter040623.pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
Subject- Request for Review of Position Misclassification and Functional Mismatch ΓÇô GS-0610-12.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Summary of Policy Compliance Reviews Post Governance Change Signed June092025.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Summary of Policy Compliance Reviews Post Governance Change Signed June092025.pdf,75,would_move,,matched 'policy'
Summary of Policy Compliance Reviews Post Governance Change_Signed.pdf,04_Exhibits/Policies,04_Exhibits/Policies/Summary of Policy Compliance Reviews Post Governance Change_Signed.pdf,75,would_move,,matched 'policy'
SUPPLEMENTAL BRIEF IN SUPPORT OF OSC CASE NOS. DI-25-001542 AND MA-25-004957 07092025.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/SUPPLEMENTAL BRIEF IN SUPPORT OF OSC CASE NOS. DI-25-001542 AND MA-25-004957 07092025.pdf,70,would_move,,matched 'brief'
Supplemental Statement Affidavit 1.pdf,02_Pleadings/Declarations,02_Pleadings/Declarations/Supplemental Statement Affidavit 1.pdf,80,would_move,,matched 'affidavit'
Supplemental_Statement_Turnage_Full.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
"Supreme Court Decision Thompson v  North American Stainless, LP.pdf",98_Needs_Review/Uncertain,,0,review_only,,no confident match
T Greve Move I&I.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
T Greve RA Medical Request Letter.pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
T Greve RA Medical Request Letter[7].pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
TG Detail Letter 08_29_2022.pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
